새티커,원래티커,종목명,시장
BN,307870,비투엔,KOSDAQ
SCSC,246960,SCL사이언스,KOSDAQ
INIT,53350,이니텍,KOSDAQ
WE,479960,위너스일렉,KOSDAQ
KPK,37230,한국팩키지,KOSDAQ
RWL,900260,로스웰,KOSDAQ
DOMA,99410,동방선기,KOSDAQ
KRN,27050,코리아나,KOSDAQ
IT,10280,아이티센엔텍,KOSDAQ
PSW,234100,폴라리스세원,KOSDAQ
SJ,306040,에스제이그룹,KOSDAQ
SAMH,17480,삼현철강,KOSDAQ
IRB,66430,아이로보틱스,KOSDAQ
YRD,36000,예림당,KOSDAQ
XXA,60310,3S,KOSDAQ
FAI,331380,포커스에이아이,KOSDAQ
CENO,222420,쎄노텍,KOSDAQ
IMBC,52220,iMBC,KOSDAQ
URIH,72470,우리산업홀딩스,KOSDAQ
SOMA,950200,소마젠,KOSDAQ
WWS,299900,위지윅스튜디오,KOSDAQ
ORC,10470,오리콤,KOSDAQ
GCL,198440,강동씨앤엘,KOSDAQ
PNK,347740,피엔케이피부임상연구센타,KOSDAQ
HKM,457370,한켐,KOSDAQ
ORIE,65500,오리엔트정공,KOSDAQ
DY,219550,디와이디,KOSDAQ
SMCG,460870,에스엠씨지,KOSDAQ
SCD,42110,에스씨디,KOSDAQ
OPTR,82210,옵트론텍,KOSDAQ
CARR,317530,캐리소프트,KOSDAQ
TMS,393210,토마토시스템,KOSDAQ
CRT,104540,코렌텍,KOSDAQ
XPL,373200,엑스플러스,KOSDAQ
SEI,36120,서울평가정보,KOSDAQ
SGGA,40610,SG&G,KOSDAQ
HCIT,72990,에이치시티,KOSDAQ
NBL,153460,네이블,KOSDAQ
CL,189330,씨이랩,KOSDAQ
ZGL,234920,자이글,KOSDAQ
GIAN,289220,자이언트스텝,KOSDAQ
IB,68330,일신바이오,KOSDAQ
CSG,40350,크레오에스지,KOSDAQ
DXT,206560,덱스터,KOSDAQ
ALTE,459550,알트,KOSDAQ
KOCO,15710,코콤,KOSDAQ
SAK,36670,삼양케이씨아이,KOSDAQ
MOB,87260,모바일어플라이언스,KOSDAQ
SEN,95910,에스에너지,KOSDAQ
PIL,170790,파이오링크,KOSDAQ
SFC,288620,에스퓨얼셀,KOSDAQ
KLNE,39420,케이엘넷,KOSDAQ
CBH,318160,셀바이오휴먼텍,KOSDAQ
IN,80010,이상네트웍스,KOSDAQ
ID,332370,아이디피,KOSDAQ
HOME,64240,홈캐스트,KOSDAQ
XQR,70300,엑스큐어,KOSDAQ
TSC,73640,테라사이언스,KOSDAQ
NSY,333620,엔시스,KOSDAQ
FDW,5670,푸드웰,KOSDAQ
ITCE,232830,아이티센피엔에스,KOSDAQ
DAY,373160,데이원컴퍼니,KOSDAQ
HLPE,196300,HLB펩,KOSDAQ
LRO,199550,레이저옵텍,KOSDAQ
PE,256630,포인트엔지니어링,KOSDAQ
APT,291650,압타머사이언스,KOSDAQ
HK,10240,흥국,KOSDAQ
SL,63440,SM Life Design,KOSDAQ
JINY,7370,진양제약,KOSDAQ
IND,37330,인지디스플레,KOSDAQ
DIM,109860,동일금속,KOSDAQ
GNL,122310,제노레이,KOSDAQ
PHT,239890,피엔에이치테크,KOSDAQ
OBG,352910,오비고,KOSDAQ
CAP,198080,캐프,KOSDAQ
ACTO,52790,액토즈소프트,KOSDAQ
SIT,50960,수산아이앤티,KOSDAQ
PANS,54300,팬스타엔터프라이즈,KOSDAQ
HYUN,92300,현우산업,KOSDAQ
LUME,38060,루멘스,KOSDAQ
FBR,218150,미래생명자원,KOSDAQ
EJT,419080,엔젯,KOSDAQ
BLP,65170,비엘팜텍,KOSDAQ
GYT,53270,구영테크,KOSDAQ
INK,49550,잉크테크,KOSDAQ
KCTA,89150,케이씨티,KOSDAQ
HFB,189980,흥국에프엔비,KOSDAQ
EUC,88340,유라클,KOSDAQ
MNT,452200,민테크,KOSDAQ
CPT,452300,캡스톤파트너스,KOSDAQ
ALOG,177900,쓰리에이로직스,KOSDAQ
ESC,96630,에스코넥,KOSDAQ
JTY,89790,제이티,KOSDAQ
KUM,407400,꿈비,KOSDAQ
DFT,88910,동우팜투테이블,KOSDAQ
ISE,351330,이삭엔지니어링,KOSDAQ
DRP,4780,대륙제관,KOSDAQ
HAT,78590,휴림에이텍,KOSDAQ
SOL,215090,솔디펜스,KOSDAQ
DIAL,263690,디알젬,KOSDAQ
IGN,185490,아이진,KOSDAQ
GT,35460,기산텔레콤,KOSDAQ
WNC,14190,원익큐브,KOSDAQ
PROT,303360,프로티아,KOSDAQ
YDS,143540,영우디에스피,KOSDAQ
ALS,297570,알로이스,KOSDAQ
FE,173940,에프엔씨엔터,KOSDAQ
DENT,261200,덴티스,KOSDAQ
CS,384470,코어라인소프트,KOSDAQ
OTK,67170,오텍,KOSDAQ
INJI,100030,인지소프트,KOSDAQ
JNB,452160,제이엔비,KOSDAQ
PLD,237820,플레이디,KOSDAQ
BIM,413640,비아이매트릭스,KOSDAQ
EWC,1840,이화공영,KOSDAQ
WNP,8370,원풍,KOSDAQ
WPK,97800,윈팩,KOSDAQ
DPC,90410,덕신이피씨,KOSDAQ
JMT,94970,제이엠티,KOSDAQ
HDP,365590,하이딥,KOSDAQ
TBC,33830,티비씨,KOSDAQ
CHER,66360,체리부로,KOSDAQ
LA,277070,린드먼아시아,KOSDAQ
BLC,33560,블루콤,KOSDAQ
OZL,53980,오상자이엘,KOSDAQ
EPLP,294090,이오플로우,KOSDAQ
NN,137080,나래나노텍,KOSDAQ
TAE,53620,태양,KOSDAQ
TLS,45340,토탈소프트,KOSDAQ
INSP,465480,인스피언,KOSDAQ
HAAS,450330,하스,KOSDAQ
GLS,114450,그린생명과학,KOSDAQ
PTA,46310,백금T&A,KOSDAQ
SERI,340440,세림B&G,KOSDAQ
DWNA,7680,대원,KOSDAQ
ARTI,200350,아티스트스튜디오,KOSDAQ
ALD,238120,얼라인드,KOSDAQ
JTN,38010,제일테크노스,KOSDAQ
BWE,369370,블리츠웨이엔터테인먼트,KOSDAQ
GNP,53950,경남제약,KOSDAQ
SAND,419120,산돌,KOSDAQ
SYNA,466410,사이냅소프트,KOSDAQ
ELCO,37950,엘컴텍,KOSDAQ
HSK,430690,한싹,KOSDAQ
ICF,52460,아이크래프트,KOSDAQ
SAMG,122350,삼기,KOSDAQ
STHH,223310,사토시홀딩스,KOSDAQ
CELL,471820,셀로맥스사이언스,KOSDAQ
SRB,38070,서린바이오,KOSDAQ
AIK,364950,에이아이코리아,KOSDAQ
PSU,150900,파수,KOSDAQ
NCM,311390,네오크레마,KOSDAQ
NVB,104200,NHN벅스,KOSDAQ
UDF,403490,우듬지팜,KOSDAQ
MLV,72770,멤레이비티,KOSDAQ
HBIN,440290,HB인베스트먼트,KOSDAQ
DGI,99520,DGI,KOSDAQ
KEY,54780,키이스트,KOSDAQ
LGS,219420,링크제니시스,KOSDAQ
PSB,105760,포스뱅크,KOSDAQ
WKS,79000,와토스코리아,KOSDAQ
EDG,245620,EDGC,KOSDAQ
RBW,361570,알비더블유,KOSDAQ
HTS,66130,하츠,KOSDAQ
MHZ,6920,모헨즈,KOSDAQ
POS,189690,포시에스,KOSDAQ
MOAT,33200,모아텍,KOSDAQ
NAT,43910,자연과환경,KOSDAQ
SAE,122690,서진오토모티브,KOSDAQ
CAC,196450,코아시아씨엠,KOSDAQ
CNTH,352700,씨앤투스,KOSDAQ
KBTB,219750,한국비티비,KOSDAQ
YLB,432430,와이랩,KOSDAQ
WAIE,7530,와이엠,KOSDAQ
PRE,53160,프리엠스,KOSDAQ
SEOA,100660,서암기계공업,KOSDAQ
CRW,355390,크라우드웍스,KOSDAQ
XXB,476080,M83,KOSDAQ
PAT,33540,파라텍,KOSDAQ
KAIS,190650,코리아에셋투자증권,KOSDAQ
SHII,56700,신화인터텍,KOSDAQ
HAZ,221840,하이즈항공,KOSDAQ
YET,340930,유일에너테크,KOSDAQ
WZB,273060,와이즈버즈,KOSDAQ
HWPR,126640,화신정공,KOSDAQ
GFS,388610,지에프씨생명과학,KOSDAQ
ALLI,260660,알리코제약,KOSDAQ
NUB,332290,누보,KOSDAQ
TPC,48770,TPC로보틱스,KOSDAQ
NMD,51490,나라엠앤디,KOSDAQ
ABT,179530,애드바이오텍,KOSDAQ
HYOB,97870,효성오앤비,KOSDAQ
SDBI,217480,에스디생명공학,KOSDAQ
WJB,215380,우정바이오,KOSDAQ
RPB,314140,알피바이오,KOSDAQ
LMT,171010,램테크놀러지,KOSDAQ
QCP,16600,큐캐피탈,KOSDAQ
JNS,45510,정원엔시스,KOSDAQ
SUE,81580,성우전자,KOSDAQ
TCE,13720,THE CUBE&,KOSDAQ
FINE,106240,파인테크닉스,KOSDAQ
TPE,65130,탑엔지니어링,KOSDAQ
BRID,64480,브리지텍,KOSDAQ
GQR,229000,젠큐릭스,KOSDAQ
WBG,307280,원바이오젠,KOSDAQ
RT,148250,알엔투테크놀로지,KOSDAQ
DITI,66670,디티씨,KOSDAQ
ML,434480,모니터랩,KOSDAQ
SEOJ,189860,서전기전,KOSDAQ
TRM,32860,더라미,KOSDAQ
OMS,57540,옴니시스템,KOSDAQ
DONM,32960,동일기연,KOSDAQ
YSL,60850,영림원소프트랩,KOSDAQ
BWG,199480,뱅크웨어글로벌,KOSDAQ
CALU,258610,케일럼,KOSDAQ
IBT,460470,아이빔테크놀로지,KOSDAQ
POME,119500,포메탈,KOSDAQ
BORA,250000,보라티알,KOSDAQ
OBZ,417860,오브젠,KOSDAQ
ENTE,69410,엔텔스,KOSDAQ
WYN,103840,우양,KOSDAQ
FRT,73540,에프알텍,KOSDAQ
BTX,86040,바이오톡스텍,KOSDAQ
NEW,160550,NEW,KOSDAQ
MDA,288980,모아데이타,KOSDAQ
ASTO,241840,에이스토리,KOSDAQ
TWM,290090,트윔,KOSDAQ
RNP,300120,라온피플,KOSDAQ
SPL,444530,심플랫폼,KOSDAQ
RS,96610,알에프세미,KOSDAQ
CARE,263700,케어랩스,KOSDAQ
SAEL,263810,상신전자,KOSDAQ
RNTX,123010,알엔티엑스,KOSDAQ
LMS,73110,엘엠에스,KOSDAQ
GPL,186230,그린플러스,KOSDAQ
SPCBH,466910,엔에이치스팩30호,KOSDAQ
LTF,73570,리튬포어스,KOSDAQ
HASE,320000,한울반도체,KOSDAQ
ESSE,43340,에쎈테크,KOSDAQ
ABKO,129890,앱코,KOSDAQ
EVC,97780,에코볼트,KOSDAQ
ECC,128540,에코캡,KOSDAQ
PB,335810,프리시젼바이오,KOSDAQ
AIEI,38880,아이에이,KOSDAQ
IRD,464500,아이언디바이스,KOSDAQ
EGL,44960,이글벳,KOSDAQ
DJA,393970,대진첨단소재,KOSDAQ
JES,26040,제이에스티나,KOSDAQ
KCF,25880,케이씨피드,KOSDAQ
CUT,376290,씨유테크,KOSDAQ
SIC,2290,삼일기업공사,KOSDAQ
YW,51390,YW,KOSDAQ
PCG,376180,피코그램,KOSDAQ
NAMH,91590,남화토건,KOSDAQ
ATM,224110,에이텍모빌리티,KOSDAQ
PXP,87600,픽셀플러스,KOSDAQ
ODT,80520,오디텍,KOSDAQ
UST,263770,유에스티,KOSDAQ
BCW,200780,비씨월드제약,KOSDAQ
DAES,20180,대신정보통신,KOSDAQ
ILW,178780,일월지엠엘,KOSDAQ
SOFT,258790,소프트캠프,KOSDAQ
JS,363250,진시스템,KOSDAQ
IWV,450520,인스웨이브,KOSDAQ
EV,31310,아이즈비전,KOSDAQ
HAEN,220180,핸디소프트,KOSDAQ
JK,420570,제이투케이바이오,KOSDAQ
SEOY,19770,서연탑메탈,KOSDAQ
MBD,363260,모비데이즈,KOSDAQ
EG,37370,EG,KOSDAQ
SHTE,1000,신라섬유,KOSDAQ
GYM,6050,국영지앤엠,KOSDAQ
CSN,82660,코스나인,KOSDAQ
PAMT,271830,팸텍,KOSDAQ
YBM,57030,YBM넷,KOSDAQ
WVS,336060,웨이버스,KOSDAQ
SECU,418250,시큐레터,KOSDAQ
HNTA,52600,한네트,KOSDAQ
SOG,66910,손오공,KOSDAQ
TDP,464280,티디에스팜,KOSDAQ
CATI,140430,카티스,KOSDAQ
DAST,140520,대창스틸,KOSDAQ
JHH,23440,제이스코홀딩스,KOSDAQ
MI,58110,멕아이씨에스,KOSDAQ
MC,373170,엠아이큐브솔루션,KOSDAQ
DIMO,16670,디모아,KOSDAQ
WOOR,153490,우리이앤엘,KOSDAQ
UBM,203450,유니온바이오메트릭스,KOSDAQ
WLC,65950,웰크론,KOSDAQ
TKA,22220,티케이지애강,KOSDAQ
KM,83550,케이엠,KOSDAQ
EGB,354200,엔젠바이오,KOSDAQ
CNR,359090,씨엔알리서치,KOSDAQ
SEUN,49830,승일,KOSDAQ
FEN,68050,팬엔터테인먼트,KOSDAQ
CCI,351870,차이커뮤니케이션,KOSDAQ
IVW,469750,아이비젼웍스,KOSDAQ
MTB,475460,미트박스,KOSDAQ
PHOT,208710,포톤,KOSDAQ
ASEA,50860,아세아텍,KOSDAQ
CCB,101240,씨큐브,KOSDAQ
KBA,24120,KB오토시스,KOSDAQ
DASA,208860,다산디엠씨,KOSDAQ
TRF,200230,텔콘RF제약,KOSDAQ
EMN,123570,이엠넷,KOSDAQ
BNR,206400,베노티앤알,KOSDAQ
HACL,256150,한독크린텍,KOSDAQ
KOPH,14570,고려제약,KOSDAQ
CDY,80530,코디,KOSDAQ
NSAM,286750,나노실리칸첨단소재,KOSDAQ
HYP,65650,하이퍼코퍼레이션,KOSDAQ
INSA,277410,인산가,KOSDAQ
TST,317240,TS트릴리온,KOSDAQ
SPCBA,451700,엔에이치스팩29호,KOSDAQ
MFG,195500,마니커에프앤지,KOSDAQ
RMT,462510,라메디텍,KOSDAQ
APTE,270520,앱튼,KOSDAQ
PTE,290560,파라택시스이더리움,KOSDAQ
IGEN,462980,아이지넷,KOSDAQ
CYO,356890,싸이버원,KOSDAQ
JVS,254120,자비스,KOSDAQ
DCRO,383930,디티앤씨알오,KOSDAQ
INFO,39290,인포뱅크,KOSDAQ
HLSC,239610,에이치엘사이언스,KOSDAQ
TSCI,57680,티사이언티픽,KOSDAQ
DGR,75970,동국알앤에스,KOSDAQ
PK,288330,파라택시스코리아,KOSDAQ
SCM,475660,에스켐,KOSDAQ
SPEC,13810,스페코,KOSDAQ
TCL,64520,테크엘,KOSDAQ
DKD,263020,디케이앤디,KOSDAQ
INNO,296640,이노에이엑스,KOSDAQ
PTM,318020,포인트모바일,KOSDAQ
ES,38870,에코심플렉스,KOSDAQ
MGD,133750,메가엠디,KOSDAQ
JMX,109820,진매트릭스,KOSDAQ
KGA,455180,케이지에이,KOSDAQ
SNW,46390,삼화네트웍스,KOSDAQ
DAW,25440,DH오토웨어,KOSDAQ
DHL,290120,DH오토리드,KOSDAQ
TNE,131100,티엔엔터테인먼트,KOSDAQ
IWN,90150,아이윈,KOSDAQ
NEXA,351320,넥사다이내믹스,KOSDAQ
PRU,43200,파루,KOSDAQ
GRIT,204020,그리티,KOSDAQ
HUNE,290270,휴네시온,KOSDAQ
VLK,424760,벨로크,KOSDAQ
SONO,7720,소노스퀘어,KOSDAQ
KD,221980,케이디켐,KOSDAQ
HIMS,238490,힘스,KOSDAQ
ECOGP,159910,에코글로우,KOSDAQ
MASO,21880,메이슨캐피탈,KOSDAQ
JBT,86060,진바이오텍,KOSDAQ
SGHE,398120,에스지헬스케어,KOSDAQ
PM,147760,피엠티,KOSDAQ
PLU,114630,폴라리스우노,KOSDAQ
MGEN,32790,엠젠솔루션,KOSDAQ
NTR,270870,뉴트리,KOSDAQ
FFS,35200,프럼파스트,KOSDAQ
PMS,347770,핌스,KOSDAQ
CGT,429270,시지트로닉스,KOSDAQ
OGN,45060,오공,KOSDAQ
WISE,65370,위세아이텍,KOSDAQ
EAD,239340,이스트에이드,KOSDAQ
SLS,298060,에스씨엠생명과학,KOSDAQ
PNTM,257370,피엔티엠에스,KOSDAQ
ESCU,50120,ES큐브,KOSDAQ
ABP,195990,에이비프로바이오,KOSDAQ
DYF,228340,동양파일,KOSDAQ
KBG,318000,KBG,KOSDAQ
PLT,75130,플랜티넷,KOSDAQ
LNX,317120,라닉스,KOSDAQ
BBC,318410,비비씨,KOSDAQ
PMD,387570,파인메딕스,KOSDAQ
SNA,340810,시선AI,KOSDAQ
MBN,169330,엠브레인,KOSDAQ
WS,12620,원일특강,KOSDAQ
BQA,148780,비큐AI,KOSDAQ
ICB,64090,인크레더블버즈,KOSDAQ
SPCBB,452980,신한제11호스팩,KOSDAQ
JWC,309930,조이웍스앤코,KOSDAQ
MSP,1810,무림SP,KOSDAQ
AON,353590,오토앤,KOSDAQ
DML,464580,닷밀,KOSDAQ
KQC,21650,한국큐빅,KOSDAQ
HU,263920,휴엠앤씨,KOSDAQ
ICOM,59100,아이컴포넌트,KOSDAQ
SHCO,187270,신화콘텍,KOSDAQ
SEEL,27040,서울전자통신,KOSDAQ
FDX,32580,피델릭스,KOSDAQ
MLP,142760,모아라이프플러스,KOSDAQ
SHIC,17000,신원종합개발,KOSDAQ
SGB,27580,상보,KOSDAQ
FBN,177830,파버나인,KOSDAQ
DTCA,187220,디티앤씨,KOSDAQ
BRAI,99390,브레인즈컴퍼니,KOSDAQ
GHM,130500,GH신소재,KOSDAQ
WZC,38620,위즈코프,KOSDAQ
CN,56730,CNT85,KOSDAQ
YLC,146060,율촌,KOSDAQ
WLT,376980,원티드랩,KOSDAQ
IQT,262840,아이퀘스트,KOSDAQ
NEL,53290,NE능률,KOSDAQ
CNS,210120,캔버스엔,KOSDAQ
AFW,312610,에이에프더블류,KOSDAQ
JENO,225220,제놀루션,KOSDAQ
INN,274400,이노시뮬레이션,KOSDAQ
OA,342870,오아,KOSDAQ
NP,291230,엔피,KOSDAQ
NKO,462310,뉴키즈온,KOSDAQ
CAST,71850,캐스텍코리아,KOSDAQ
INOD,303530,이노뎁,KOSDAQ
DYC,310870,디와이씨,KOSDAQ
FBY,377220,프롬바이오,KOSDAQ
ESEU,60540,에스에이티,KOSDAQ
JYNA,285800,진영,KOSDAQ
VERN,438700,버넥트,KOSDAQ
OTC,900300,오가닉티코스메틱,KOSDAQ
OPN,440320,오픈놀,KOSDAQ
DAT,196490,디에이테크놀로지,KOSDAQ
JMI,33050,제이엠아이,KOSDAQ
PDC,49120,파인디앤씨,KOSDAQ
APPT,109960,앱토크롬,KOSDAQ
DHSA,131220,대한과학,KOSDAQ
KAIN,284620,카이노스메드,KOSDAQ
KBL,38530,케이바이오랩스,KOSDAQ
BLN,44480,빌리언스,KOSDAQ
NRO,94860,네오리진,KOSDAQ
SDG,290520,신도기연,KOSDAQ
PLUT,19570,플루토스,KOSDAQ
PDI,38950,파인디지털,KOSDAQ
SLG,68940,셀피글로벌,KOSDAQ
DIEI,66900,디에이피,KOSDAQ
NWN,123840,뉴온,KOSDAQ
UTL,263050,유틸렉스,KOSDAQ
PCD,51380,피씨디렉트,KOSDAQ
VBC,301300,바이브컴퍼니,KOSDAQ
HCI,79170,한창산업,KOSDAQ
PLAT,367000,플래티어,KOSDAQ
KIB,431190,케이쓰리아이,KOSDAQ
LOGI,67730,로지시스,KOSDAQ
INOT,333050,이노테나,KOSDAQ
AMR,900100,애머릿지,KOSDAQ
WGF,335870,윙스풋,KOSDAQ
NBT,236810,엔비티,KOSDAQ
GENE,303030,지니틱스,KOSDAQ
DSL,23790,동일스틸럭스,KOSDAQ
PNP,24940,PN풍년,KOSDAQ
NRC,405920,나라셀라,KOSDAQ
IRM,9730,이렘,KOSDAQ
NRK,89140,넥스턴앤롤코리아,KOSDAQ
ADFO,397810,애드포러스,KOSDAQ
GLOB,900070,글로벌에스엠,KOSDAQ
WIF,900340,윙입푸드,KOSDAQ
SEP,18680,서울제약,KOSDAQ
SEHW,252500,세화피앤씨,KOSDAQ
BUST,8470,부스타,KOSDAQ
DDSA,48470,대동스틸,KOSDAQ
SAMJ,54090,삼진엘앤디,KOSDAQ
SUT,45300,성우테크론,KOSDAQ
BRS,54220,비츠로시스,KOSDAQ
HYTC,148930,에이치와이티씨,KOSDAQ
CLR,900310,컬러레이,KOSDAQ
KWD,68100,케이웨더,KOSDAQ
SHSM,138070,신진에스엠,KOSDAQ
GLB,19660,글로본,KOSDAQ
HANB,47080,한빛소프트,KOSDAQ
CST,109670,씨싸이트,KOSDAQ
CUM,115480,씨유메디칼,KOSDAQ
ELP,63760,이엘피,KOSDAQ
SIKY,131090,시큐브,KOSDAQ
SMJ,32750,삼진,KOSDAQ
YKS,191410,육일씨엔에쓰,KOSDAQ
PPL,304840,피플바이오,KOSDAQ
KOIN,39740,한국정보공학,KOSDAQ
CMS,50110,캠시스,KOSDAQ
NPL,69140,누리플랜,KOSDAQ
IMAG,115610,이미지스,KOSDAQ
MFC,432980,엠에프씨,KOSDAQ
SKP,91340,S&K폴리텍,KOSDAQ
SEJO,258830,세종메디칼,KOSDAQ
ETR,377330,이지트로닉스,KOSDAQ
AR,96690,에이루트,KOSDAQ
HMX,115160,휴맥스,KOSDAQ
KSIN,101000,KS인더스트리,KOSDAQ
WEBS,196700,웹스,KOSDAQ
PCT,237750,피앤씨테크,KOSDAQ
SOME,208640,썸에이지,KOSDAQ
LCS,16100,리더스코스메틱,KOSDAQ
SALT,328380,솔트웨어,KOSDAQ
SLBI,246250,에스엘에스바이오,KOSDAQ
CSH,65770,CS,KOSDAQ
SEJU,39310,세중,KOSDAQ
PLAS,405000,플라즈맵,KOSDAQ
SCA,80470,성창오토텍,KOSDAQ
INCO,83640,인콘,KOSDAQ
ICH,368600,아이씨에이치,KOSDAQ
EICH,44780,에이치케이,KOSDAQ
KOM,222980,한국맥널티,KOSDAQ
JOAH,34940,조아제약,KOSDAQ
KMS,139670,키네마스터,KOSDAQ
PVS,318010,팜스빌,KOSDAQ
OSST,31510,오스템,KOSDAQ
NCT,91970,나노캠텍,KOSDAQ
WHT,76080,웰크론한텍,KOSDAQ
ALTO,123750,알톤,KOSDAQ
EASH,900110,이스트아시아홀딩스,KOSDAQ
DOES,60380,동양에스텍,KOSDAQ
ITE,372800,아이티아이즈,KOSDAQ
KPT,42040,케이피엠테크,KOSDAQ
ESE,103230,에스앤더블류,KOSDAQ
RTC,85810,알티캐스트,KOSDAQ
AZW,32080,아즈텍WB,KOSDAQ
MDG,279600,미디어젠,KOSDAQ
LNK,193250,링크드,KOSDAQ
TCD,224060,더코디,KOSDAQ
BCT,457600,벡트,KOSDAQ
CA,16920,카스,KOSDAQ
OCW,52300,오션인더블유,KOSDAQ
BIOP,188040,바이오포트,KOSDAQ
FGS,417180,핑거스토리,KOSDAQ
DAM,36480,대성미생물,KOSDAQ
WEN,37400,우리엔터프라이즈,KOSDAQ
EXT,373110,엑셀세라퓨틱스,KOSDAQ
BTS,406820,뷰티스킨,KOSDAQ
HANJ,198940,한주라이트메탈,KOSDAQ
DMI,362990,드림인사이트,KOSDAQ
XXC,418620,E8,KOSDAQ
HACH,7770,한일화학,KOSDAQ
ENS,101400,엔시트론,KOSDAQ
JIRA,208350,지란지교시큐리티,KOSDAQ
AA,60900,에이전트AI,KOSDAQ
DLY,131180,딜리,KOSDAQ
AF,227610,아우딘퓨쳐스,KOSDAQ
INTI,70590,인티큐브,KOSDAQ
TSN,43220,티에스넥스젠,KOSDAQ
PLW,23770,플레이위드,KOSDAQ
SOF,32680,소프트센,KOSDAQ
PGN,93380,풍강,KOSDAQ
DIG,197140,디지캡,KOSDAQ
JKS,60230,제이케이시냅스,KOSDAQ
BRL,267790,배럴,KOSDAQ
HENG,900270,헝셩그룹,KOSDAQ
SUNS,217620,선샤인푸드,KOSDAQ
BITM,377030,비트맥스,KOSDAQ
SPCBE,464680,KB제27호스팩,KOSDAQ
VLP,331520,밸로프,KOSDAQ
SSN,79650,서산,KOSDAQ
DASP,21040,대호특수강,KOSDAQ
ISSI,67010,이씨에스,KOSDAQ
BON,226340,본느,KOSDAQ
EMI,83470,이엠앤아이,KOSDAQ
KOPR,101680,한국정밀기계,KOSDAQ
SOE,78860,스테이지원엔터,KOSDAQ
EXA,54940,엑사이엔씨,KOSDAQ
INBI,352940,인바이오,KOSDAQ
ATOM,355690,에이텀,KOSDAQ
NCA,92600,앤씨앤,KOSDAQ
STAR,115570,스타플렉스,KOSDAQ
HURU,353190,휴럼,KOSDAQ
CNP,115530,씨엔플러스,KOSDAQ
MBR,348030,모비릭스,KOSDAQ
TG,130740,티피씨글로벌,KOSDAQ
YUJI,240600,유진테크놀로지,KOSDAQ
HYU,308100,형지글로벌,KOSDAQ
ASD,154030,아시아종묘,KOSDAQ
FPL,225590,패션플랫폼,KOSDAQ
BFL,139050,BF랩스,KOSDAQ
BIFI,238200,비피도,KOSDAQ
STUD,415380,스튜디오삼익,KOSDAQ
DGN,113810,디젠스,KOSDAQ
PTL,291810,핀텔,KOSDAQ
VC,365900,브이씨,KOSDAQ
DGE,43360,디지아이,KOSDAQ
SMIA,32280,삼일,KOSDAQ
HTP,2680,한탑,KOSDAQ
DFB,65150,대산F&B,KOSDAQ
UBN,84440,유비온,KOSDAQ
IM,17250,인터엠,KOSDAQ
UDT,389680,유디엠텍,KOSDAQ
CLEA,45520,크린앤사이언스,KOSDAQ
ICE,289010,아이스크림에듀,KOSDAQ
NANO,247660,나노씨엠에스,KOSDAQ
WH,192390,윈하이텍,KOSDAQ
SPT,50760,에스폴리텍,KOSDAQ
NPK,48830,엔피케이,KOSDAQ
SDO,53060,세동,KOSDAQ
KU,80720,한국유니온제약,KOSDAQ
JBP,110020,전진바이오팜,KOSDAQ
TK,215480,토박스코리아,KOSDAQ
VIEW,230980,비유테크놀러지,KOSDAQ
WB,18620,우진비앤지,KOSDAQ
ESTI,98660,에스티오,KOSDAQ
DASO,154040,다산솔루에타,KOSDAQ
VSL,177350,베셀,KOSDAQ
SSR,275630,에스에스알,KOSDAQ
CPK,322780,코퍼스코리아,KOSDAQ
KPTU,54410,케이피티유,KOSDAQ
SIR,65420,에스아이리소스,KOSDAQ
SDSY,121890,에스디시스템,KOSDAQ
EFT,134060,이퓨쳐,KOSDAQ
NXI,137940,넥스트아이,KOSDAQ
SUSE,84180,수성웹툰,KOSDAQ
MEDI,14100,메디앙스,KOSDAQ
LDT,96870,엘디티,KOSDAQ
BIF,199730,바이오인프라,KOSDAQ
GUKI,60480,국일신동,KOSDAQ
EWON,88290,이원컴포텍,KOSDAQ
BSN,18700,바른손,KOSDAQ
PARK,65690,파커스,KOSDAQ
NEWB,60260,뉴보텍,KOSDAQ
ING,344860,이노진,KOSDAQ
RLS,214610,롤링스톤,KOSDAQ
SEJI,67770,세진티에스,KOSDAQ
VST,419540,비스토스,KOSDAQ
DDM,20400,대동금속,KOSDAQ
CURH,51780,큐로홀딩스,KOSDAQ
HIC,11080,형지I&C,KOSDAQ
WELL,43590,웰킵스하이텍,KOSDAQ
BION,32980,바이온,KOSDAQ
GOLD,35290,골드앤에스,KOSDAQ
SHSG,25870,신라에스지,KOSDAQ
BEA,35620,바른손이앤에이,KOSDAQ
SAMS,361670,삼영에스앤씨,KOSDAQ
HMXH,28080,휴맥스홀딩스,KOSDAQ
UID,69330,유아이디,KOSDAQ
WPM,8290,원풍물산,KOSDAQ
YESU,250930,예선테크,KOSDAQ
HJW,276730,한울앤제주,KOSDAQ
INVE,79950,인베니아,KOSDAQ
PCL,241820,피씨엘,KOSDAQ
SPCBZ,477380,미래에셋비전스팩4호,KOSDAQ
SPCCI,482680,미래에셋비전스팩7호,KOSDAQ
OSP,368970,오에스피,KOSDAQ
NEIN,12340,뉴인텍,KOSDAQ
DUB,73190,듀오백,KOSDAQ
SAI,9620,삼보산업,KOSDAQ
AXG,69920,엑시온그룹,KOSDAQ
CC,83660,CSA 코스믹,KOSDAQ
GJI,26910,광진실업,KOSDAQ
NM,106520,노블엠앤비,KOSDAQ
